BGC_ID - matches antiSMASHv5 files,BGC Label - matches cytoscape network label,S. species,GCF_ID in matrix file,tier 1 - BiG-SCAPE classification,tier 2 - BiG-SCAPE product prediction,tier 3 - BGC network module,tier 4 - GCF
SaCNS205_PL.contig_0.region026,SaCNS205_PL_c0_026,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNS325_PL.contig_3.region002,SaCNS325_PL_c3_002,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNH963_SC.contig_24.region001,SaCNH963_SC_c24_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNS299_PL.contig_18.region001,SaCNS299_PL_c18_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNX481_PM.contig_30.region001,SaCNX481_PM_c30_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNR921_PL.contig_10.region001,SaCNR921_PL_c10_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNY673_MD.contig_36.region001,SpCNY673_MD_c36_001,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SpCNT001_FJ.contig_26.region001,SpCNT001_FJ_c26_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNX508_PM.contig_17.region001,SaCNX508_PM_c17_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNS051_PL.contig_20.region001,SaCNS051_PL_c20_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNX481_PM.contig_18.region001,SaCNX481_PM_c18_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY234_FJ.contig_9.region001,SaCNY234_FJ_c9_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNR425_GU.contig_9.region001,SaCNR425_GU_c9_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SaCNB458_BA.contig_9.region001,SaCNB458_BA_c9_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNR114_GU.contig_16.region001,SpCNR114_GU_c16_001,pacifica,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SpCNT003_FJ.contig_32.region001,SpCNT003_FJ_c32_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNS673_FJ.contig_3.region002,SaCNS673_FJ_c3_002,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpDSM45547_FJ.contig_0.region022,SpDSM45547_FJ_c0_022,oceanensis,M3_GCF2030,NRPS,NRPS,M3,GCF2030
SpCNT855_HI.contig_34.region001,SpCNT855_HI_c34_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNT849_HI.contig_6.region002,SaCNT849_HI_c6_002,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpDSM45543_FJ.contig_0.region025,SpDSM45543_FJ_c0_025,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SpCNS801_FJ.contig_15.region001,SpCNS801_FJ_c15_001,vitiensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
StCNB536_BA.contig_4.region001,StCNB536_BA_c4_001,tropica,M3_GCF4782,NRPS,NRPS,M3,GCF4782
StCNY681_YU.contig_5.region001,StCNY681_YU_c5_001,tropica,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SpCNS055_PL.contig_30.region001,SpCNS055_PL_c30_001,vitiensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNS296_PL.contig_4.region001,SaCNS296_PL_c4_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNS820_FJ.contig_3.region001,SaCNS820_FJ_c3_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
StCNY681_YU.contig_20.region001,StCNY681_YU_c20_001,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
StCNB440_BA.contig_0.region017,StCNB440_BA_c0_017,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
SaCNT800_HI.contig_5.region002,SaCNT800_HI_c5_002,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SaCNX508_PM.contig_8.region001,SaCNX508_PM_c8_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNT854_HI.contig_24.region001,SpCNT854_HI_c24_001,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNY230_FJ.contig_27.region001,SaCNY230_FJ_c27_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNT859_HI.contig_15.region001,SaCNT859_HI_c15_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SaCNY685_YU.contig_31.region001,SaCNY685_YU_c31_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SpCNH732_RS.contig_8.region001,SpCNH732_RS_c8_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SaCNS848_FJ.contig_5.region002,SaCNS848_FJ_c5_002,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SpCNR114_GU.contig_35.region001,SpCNR114_GU_c35_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
StCNY012_BA.contig_16.region001,StCNY012_BA_c16_001,tropica,M3_GCF4782,NRPS,NRPS,M3,GCF4782
SaCNY244_FJ.contig_4.region001,SaCNY244_FJ_c4_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY011_BA.contig_16.region001,SaCNY011_BA_c16_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SaCNB527_BA.contig_19.region001,SaCNB527_BA_c19_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SpCNS237_PL.contig_20.region001,SpCNS237_PL_c20_001,mooreana,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNS299_PL.contig_13.region001,SaCNS299_PL_c13_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNH962_SC.contig_21.region001,SaCNH962_SC_c21_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNY498_PV.contig_5.region001,SpCNY498_PV_c5_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SaCNQ748_GU.contig_1.region001,SaCNQ748_GU_c1_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNY202_SC.contig_40.region001,SpCNY202_SC_c40_001,cortesiana,M3_GCF4093,NRPS,NRPS,M3,GCF4093
SpCNT133_FJ.contig_11.region001,SpCNT133_FJ_c11_001,pacifica,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SpDSM45547_FJ.contig_0.region006,SpDSM45547_FJ_c0_006,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNT005_FJ.contig_20.region001,SaCNT005_FJ_c20_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNT603_FJ.contig_30.region001,SpCNT603_FJ_c30_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SpCNT851_HI.contig_35.region001,SpCNT851_HI_c35_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SaCNH646_BA.contig_30.region001,SaCNH646_BA_c30_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNT799_HI.contig_21.region001,SaCNT799_HI_c21_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNR909_PL.contig_39.region001,SpCNR909_PL_c39_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNS673_FJ.contig_3.region001,SaCNS673_FJ_c3_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
StCNT250_BA.contig_2.region001,StCNT250_BA_c2_001,tropica,M3_GCF4782,NRPS,NRPS,M3,GCF4782
SpCNT609_FJ.contig_1.region001,SpCNT609_FJ_c1_001,pacifica,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNS848_FJ.contig_5.region001,SaCNS848_FJ_c5_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SaCNT849_HI.contig_6.region001,SaCNT849_HI_c6_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SpCNT609_FJ.contig_4.region002,SpCNT609_FJ_c4_002,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNP193_SC.contig_13.region001,SaCNP193_SC_c13_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SaCNB527_BA.contig_10.region001,SaCNB527_BA_c10_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNT851_HI.contig_12.region001,SpCNT851_HI_c12_001,pacifica,M3_GCF4089,NRPS,NRPS,M3,GCF4089
SaCNY282_FJ.contig_3.region001,SaCNY282_FJ_c3_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpDSM45544_FJ.contig_0.region020,SpDSM45544_FJ_c0_020,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
StCNH898_BA.contig_22.region001,StCNH898_BA_c22_001,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
SpCNT796_HI.contig_36.region001,SpCNT796_HI_c36_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNH962_SC.contig_36.region001,SaCNH962_SC_c36_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNH996B_SC.contig_23.region001,SaCNH996B_SC_c23_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNH905_BA.contig_36.region001,SaCNH905_BA_c36_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SaCNH718_RS.contig_6.region001,SaCNH718_RS_c6_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNT005_FJ.contig_21.region001,SaCNT005_FJ_c21_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNS237_PL.contig_1.region003,SpCNS237_PL_c1_003,mooreana,M3_GCF4093,NRPS,NRPS,M3,GCF4093
StCNS197_BA.contig_8.region001,StCNS197_BA_c8_001,tropica,M3_GCF4782,NRPS,NRPS,M3,GCF4782
SpCNT131_FJ.contig_36.region001,SpCNT131_FJ_c36_001,pacifica,M3_GCF4008,NRPS,NRPS,M3,GCF4008
SpCNY363_SC.contig_39.region001,SpCNY363_SC_c39_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SaCNS744_FJ.contig_6.region001,SaCNS744_FJ_c6_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNY498_PV.contig_23.region001,SpCNY498_PV_c23_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNH877_BA.contig_2.region001,SaCNH877_BA_c2_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SpCNS996_FJ.contig_21.region002,SpCNS996_FJ_c21_002,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNH964_SC.contig_31.region001,SaCNH964_SC_c31_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SaCNX482_PM.contig_6.region001,SaCNX482_PM_c6_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNT796_HI.contig_37.region001,SpCNT796_HI_c37_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SpCNY330_SC.contig_37.region001,SpCNY330_SC_c37_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SpCNT029_FJ.contig_15.region001,SpCNT029_FJ_c15_001,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNS243_PL.contig_8.region002,SaCNS243_PL_c8_002,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNY239_FJ.contig_45.region001,SpCNY239_FJ_c45_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SpCNT584_FJ.contig_41.region001,SpCNT584_FJ_c41_001,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNH643_BA.contig_16.region001,SaCNH643_BA_c16_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SpDSM45544_FJ.contig_0.region015,SpDSM45544_FJ_c0_015,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
StCNT261_BA.contig_1.region001,StCNT261_BA_c1_001,tropica,M3_GCF4782,NRPS,NRPS,M3,GCF4782
SaCNY011_BA.contig_37.region001,SaCNY011_BA_c37_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY690_YU.contig_27.region001,SaCNY690_YU_c27_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SaCNR921_PL.contig_17.region001,SaCNR921_PL_c17_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNS205_PL.contig_0.region027,SaCNS205_PL_c0_027,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNP105_SC.contig_30.region001,SaCNP105_SC_c30_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SpCNT403_FJ.contig_21.region001,SpCNT403_FJ_c21_001,oceanensis,M3_GCF4093,NRPS,NRPS,M3,GCF4093
SaCNS243_PL.contig_8.region001,SaCNS243_PL_c8_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
StCNT261_BA.contig_17.region001,StCNT261_BA_c17_001,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
SaCNT798_HI.contig_8.region001,SaCNT798_HI_c8_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
StCNY012_BA.contig_6.region002,StCNY012_BA_c6_002,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
SpCNR909_PL.contig_54.region001,SpCNR909_PL_c54_001,pacifica,M3_GCF4089,NRPS,NRPS,M3,GCF4089
SaCNT850_HI.contig_21.region001,SaCNT850_HI_c21_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNT084_FJ.contig_8.region001,SpCNT084_FJ_c8_001,pacifica,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNY280_FJ.contig_14.region001,SaCNY280_FJ_c14_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SpCNR942_PL.contig_23.region001,SpCNR942_PL_c23_001,fenicalii,M3_GCF4093,NRPS,NRPS,M3,GCF4093
SaCNH643_BA.contig_32.region001,SaCNH643_BA_c32_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY685_YU.contig_38.region001,SaCNY685_YU_c38_001,arenicola,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SpCNT045_FJ.contig_19.region001,SpCNT045_FJ_c19_001,oceanensis,M3_GCF4093,NRPS,NRPS,M3,GCF4093
StCNR699_BA.contig_0.region001,StCNR699_BA_c0_001,tropica,M3_GCF4782,NRPS,NRPS,M3,GCF4782
SaCNY486_PV.contig_24.region001,SaCNY486_PV_c24_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY694_YU.contig_1.region001,SaCNY694_YU_c1_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY690_YU.contig_9.region001,SaCNY690_YU_c9_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY694_YU.contig_18.region001,SaCNY694_YU_c18_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SpCNT124_FJ.contig_27.region001,SpCNT124_FJ_c27_001,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNY679_YU.contig_0.region001,SaCNY679_YU_c0_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SpCNT003_FJ.contig_48.region001,SpCNT003_FJ_c48_001,pacifica,M3_GCF4008,NRPS,NRPS,M3,GCF4008
SpCNS996_FJ.contig_21.region001,SpCNS996_FJ_c21_001,oceanensis,M3_GCF4093,NRPS,NRPS,M3,GCF4093
SaCNS744_FJ.contig_12.region001,SaCNS744_FJ_c12_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNQ768_GU.contig_6.region001,SpCNQ768_GU_c6_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SpCNY202_SC.contig_55.region001,SpCNY202_SC_c55_001,cortesiana,M3_GCF4782,NRPS,NRPS,M3,GCF4782
SpCNY330_SC.contig_33.region001,SpCNY330_SC_c33_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNH941_SC.contig_31.region001,SaCNH941_SC_c31_001,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SaCNS051_PL.contig_17.region001,SaCNS051_PL_c17_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
StCNS416_BA.contig_0.region002,StCNS416_BA_c0_002,tropica,M3_GCF4782,NRPS,NRPS,M3,GCF4782
SpCNS055_PL.contig_18.region001,SpCNS055_PL_c18_001,vitiensis,M3_GCF4007,NRPS,NRPS,M3,GCF4007
StCNT250_BA.contig_3.region002,StCNT250_BA_c3_002,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
SaCNQ884_GU.contig_2.region001,SaCNQ884_GU_c2_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNT857_HI.contig_28.region001,SaCNT857_HI_c28_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNS296_PL.contig_4.region002,SaCNS296_PL_c4_002,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY237_FJ.contig_16.region001,SaCNY237_FJ_c16_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SaCNY679_YU.contig_33.region001,SaCNY679_YU_c33_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNR510_GU.contig_21.region001,SpCNR510_GU_c21_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SpDSM45549_FJ.contig_0.region008,SpDSM45549_FJ_c0_008,mooreana,M3_GCF4089,NRPS,NRPS,M3,GCF4089
SaCNB458_BA.contig_27.region001,SaCNB458_BA_c27_001,arenicola,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SpCNR942_PL.contig_35.region001,SpCNR942_PL_c35_001,fenicalii,M3_GCF4089,NRPS,NRPS,M3,GCF4089
StCNB476_BA.contig_16.region001,StCNB476_BA_c16_001,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
SpCNT001_FJ.contig_48.region001,SpCNT001_FJ_c48_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SaCNY231_FJ.contig_9.region001,SaCNY231_FJ_c9_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNR114_GU.contig_33.region001,SpCNR114_GU_c33_001,pacifica,M3_GCF4008,NRPS,NRPS,M3,GCF4008
StCNY678_YU.contig_0.region001,StCNY678_YU_c0_001,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
SaCNS342_FJ.contig_9.region001,SaCNS342_FJ_c9_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNS103_PL.contig_22.region001,SpCNS103_PL_c22_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
StCNS197_BA.contig_5.region002,StCNS197_BA_c5_002,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
SpDSM45548_FJ.contig_1.region010,SpDSM45548_FJ_c1_010,vitiensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaDSM45545_FJ.contig_0.region019,SaDSM45545_FJ_c0_019,arenicola,M3_GCF2038,NRPS,NRPS,M3,GCF2038
SpCNT584_FJ.contig_34.region001,SpCNT584_FJ_c34_001,oceanensis,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SpCNT403_FJ.contig_51.region001,SpCNT403_FJ_c51_001,oceanensis,M3_GCF4068,NRPS,NRPS,M3,GCF4068
SaCNH646_BA.contig_12.region001,SaCNH646_BA_c12_001,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SpCNR909_PL.contig_53.region001,SpCNR909_PL_c53_001,pacifica,M3_GCF3865,NRPS,NRPS,M3,GCF3865
SaCNT798_HI.contig_8.region002,SaCNT798_HI_c8_002,arenicola,M3_GCF2022,NRPS,NRPS,M3,GCF2022
SpCNY363_SC.contig_35.region001,SpCNY363_SC_c35_001,pacifica,M3_GCF4089,NRPS,NRPS,M3,GCF4089
SpCNY331_SC.contig_64.region001,SpCNY331_SC_c64_001,pacifica,M3_GCF4089,NRPS,NRPS,M3,GCF4089
SpCNT084_FJ.contig_14.region001,SpCNT084_FJ_c14_001,pacifica,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SaCNY230_FJ.contig_35.region001,SaCNY230_FJ_c35_001,arenicola,M3_GCF1958,NRPS,NRPS,M3,GCF1958
SpCNY673_MD.contig_21.region001,SpCNY673_MD_c21_001,oceanensis,M3_GCF4007,NRPS,NRPS,M3,GCF4007
SpCNY331_SC.contig_18.region001,SpCNY331_SC_c18_001,pacifica,M3_GCF3894,NRPS,NRPS,M3,GCF3894
StCNB536_BA.contig_21.region001,StCNB536_BA_c21_001,tropica,M3_GCF4826,NRPS,NRPS,M3,GCF4826
StCNT261_BA.contig_9.region001,StCNT261_BA_c9_001,tropica,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
SaCNT859_HI.contig_41.region001,SaCNT859_HI_c41_001,arenicola,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
StCNS197_BA.contig_1.region002,StCNS197_BA_c1_002,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
SpCNS237_PL.contig_0.region005,SpCNS237_PL_c0_005,mooreana,M30_GCF3710,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF3710
StCNY678_YU.contig_9.region001,StCNY678_YU_c9_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
StCNY681_YU.contig_1.region001,StCNY681_YU_c1_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
SpCNT084_FJ.contig_46.region001,SpCNT084_FJ_c46_001,pacifica,M30_GCF3963,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF3963
StCNY012_BA.contig_41.region001,StCNY012_BA_c41_001,tropica,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
SaCNT849_HI.contig_1.region001,SaCNT849_HI_c1_001,arenicola,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
SaCNP105_SC.contig_26.region001,SaCNP105_SC_c26_001,arenicola,M30_GCF2034,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2034
SaCNH964_SC.contig_41.region001,SaCNH964_SC_c41_001,arenicola,M30_GCF2034,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2034
SpCNT045_FJ.contig_13.region001,SpCNT045_FJ_c13_001,oceanensis,M30_GCF3963,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF3963
SaCNY280_FJ.contig_37.region001,SaCNY280_FJ_c37_001,arenicola,M30_GCF2034,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2034
SaCNY486_PV.contig_59.region001,SaCNY486_PV_c59_001,arenicola,M30_GCF2034,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2034
StCNT250_BA.contig_0.region001,StCNT250_BA_c0_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
StCNT261_BA.contig_0.region001,StCNT261_BA_c0_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
StCNB476_BA.contig_0.region001,StCNB476_BA_c0_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
SaCNS299_PL.contig_35.region001,SaCNS299_PL_c35_001,arenicola,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
SpCNT403_FJ.contig_12.region001,SpCNT403_FJ_c12_001,oceanensis,M30_GCF3963,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF3963
SpCNS860_FJ.contig_12.region001,SpCNS860_FJ_c12_001,oceanensis,M30_GCF3963,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF3963
StCNB536_BA.contig_41.region001,StCNB536_BA_c41_001,tropica,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
SaCNS848_FJ.contig_37.region001,SaCNS848_FJ_c37_001,arenicola,M30_GCF2034,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2034
SaCNH941_SC.contig_27.region001,SaCNH941_SC_c27_001,arenicola,M30_GCF2034,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2034
SpCNY646_RS.contig_14.region001,SpCNY646_RS_c14_001,mooreana,M30_GCF3710,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF3710
SaCNH962_SC.contig_8.region001,SaCNH962_SC_c8_001,arenicola,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
StCNY012_BA.contig_2.region001,StCNY012_BA_c2_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
StCNB536_BA.contig_0.region001,StCNB536_BA_c0_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
SaCNY280_FJ.contig_7.region001,SaCNY280_FJ_c7_001,arenicola,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
SpDSM45543_FJ.contig_0.region021,SpDSM45543_FJ_c0_021,oceanensis,M30_GCF3963,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF3963
SaCNH964_SC.contig_38.region001,SaCNH964_SC_c38_001,arenicola,M30_GCF2034,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2034
StCNH898_BA.contig_0.region001,StCNH898_BA_c0_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
SaCNH963_SC.contig_8.region001,SaCNH963_SC_c8_001,arenicola,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
StCNR699_BA.contig_1.region001,StCNR699_BA_c1_001,tropica,M30_GCF4735,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF4735
StCNH898_BA.contig_47.region001,StCNH898_BA_c47_001,tropica,M30_GCF2537,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF2537
SpCNT133_FJ.contig_44.region001,SpCNT133_FJ_c44_001,pacifica,M30_GCF3963,PKS-NRP_Hybrids,transAT-PKS-like.T1PKS.NRPS,M30,GCF3963
